DT,Influent
12/11/2022 6:38,8.6244
12/11/2022 6:39,8.6685
12/11/2022 6:39,8.6337
12/11/2022 6:39,8.5738
12/11/2022 6:39,8.7024
12/11/2022 6:39,8.7813
12/11/2022 6:39,8.6214
12/11/2022 6:40,8.6824
12/11/2022 6:40,8.7432
12/11/2022 6:40,8.6997
12/11/2022 6:40,8.8236
12/11/2022 6:40,8.6839
12/11/2022 6:40,8.7172
12/11/2022 6:41,8.7396
12/11/2022 6:41,8.6515
12/11/2022 6:41,8.6535
12/11/2022 6:41,8.7818
12/11/2022 6:41,9.1171
12/11/2022 6:41,8.9127
12/11/2022 6:42,8.7573
12/11/2022 6:42,8.8313
12/11/2022 6:42,8.7822
12/11/2022 6:42,8.885
12/11/2022 6:42,8.8735
12/11/2022 6:42,8.8627
12/11/2022 6:43,8.8817
12/11/2022 6:43,8.7434
12/11/2022 6:43,8.6738
12/11/2022 6:43,8.8813
12/11/2022 6:43,8.7607
12/11/2022 6:43,8.786
12/11/2022 6:44,8.9637
12/11/2022 6:44,8.7903
12/11/2022 6:44,8.8699
12/11/2022 6:44,8.8889
12/11/2022 6:44,8.83
12/11/2022 6:44,8.9042
12/11/2022 6:45,8.7153
12/11/2022 6:45,8.7566
12/11/2022 6:45,8.9107
12/11/2022 6:45,8.8384
12/11/2022 6:45,9.0784
12/11/2022 6:45,8.9033
12/11/2022 6:46,8.8079
12/11/2022 6:46,8.7524
12/11/2022 6:46,8.8732
12/11/2022 6:46,8.7365
12/11/2022 6:46,8.7353
12/11/2022 6:46,8.6039
12/11/2022 6:47,8.9481
12/11/2022 6:47,8.9102
12/11/2022 6:47,9.1219
12/11/2022 6:47,8.9955
12/11/2022 6:47,8.8099
12/11/2022 6:47,8.8341
12/11/2022 6:48,8.7794
12/11/2022 6:48,8.8733
12/11/2022 6:48,9.0958
12/11/2022 6:48,9.0407
12/11/2022 6:48,8.982
12/11/2022 6:48,8.917
12/11/2022 6:49,9.0397
12/11/2022 6:49,9.0291
12/11/2022 6:49,9.0621
12/11/2022 6:49,9.0554
12/11/2022 6:49,9.044
12/11/2022 6:49,8.9438
12/11/2022 6:50,9.0613
12/11/2022 6:50,8.9492
12/11/2022 6:50,9.028
12/11/2022 6:50,8.9292
12/11/2022 6:50,8.9576
12/11/2022 6:50,8.924
12/11/2022 6:51,9.0561
12/11/2022 6:51,9.0926
12/11/2022 6:51,9.0463
12/11/2022 6:51,9.1667
12/11/2022 6:51,9.1361
12/11/2022 6:51,9.1392
12/11/2022 6:52,9.0951
12/11/2022 6:52,9.1235
12/11/2022 6:52,9.0933
12/11/2022 6:52,9.061
12/11/2022 6:52,8.9371
12/11/2022 6:52,9.1156
12/11/2022 6:53,9.0928
12/11/2022 6:53,9.1316
12/11/2022 6:53,9.1538
12/11/2022 6:53,9.2156
12/11/2022 6:53,9.205
12/11/2022 6:53,9.2171
12/11/2022 6:54,9.1666
12/11/2022 6:54,9.1911
12/11/2022 6:54,9.2463
12/11/2022 6:54,9.2308
12/11/2022 6:54,9.0513
12/11/2022 6:54,9.2501
12/11/2022 6:55,9.337
12/11/2022 6:55,9.1859
12/11/2022 6:55,9.1054
12/11/2022 6:55,9.2784
12/11/2022 6:55,9.2858
12/11/2022 6:55,9.3239
12/11/2022 6:56,9.3378
12/11/2022 6:56,9.4531
12/11/2022 6:56,9.2032
12/11/2022 6:56,9.3916
12/11/2022 6:56,9.2946
12/11/2022 6:56,9.2936
12/11/2022 6:57,9.5283
12/11/2022 6:57,9.5536
12/11/2022 6:57,9.4929
12/11/2022 6:57,9.3951
12/11/2022 6:57,9.6274
12/11/2022 6:57,9.7584
12/11/2022 6:58,9.6708
12/11/2022 6:58,9.677
12/11/2022 6:58,9.8012
12/11/2022 6:58,9.6435
12/11/2022 6:58,9.572
12/11/2022 6:58,9.7247
12/11/2022 6:59,9.8661
12/11/2022 6:59,9.8851
12/11/2022 6:59,9.6608
12/11/2022 6:59,9.7833
12/11/2022 6:59,10.0105
12/11/2022 6:59,9.8201
12/11/2022 7:00,9.8227
12/11/2022 7:00,9.8818
12/11/2022 7:00,9.9523
12/11/2022 7:00,10.0586
12/11/2022 7:00,10.0686
12/11/2022 7:00,9.7204
12/11/2022 7:01,9.953
12/11/2022 7:01,10.1323
12/11/2022 7:01,10.0511
12/11/2022 7:01,10.0458
12/11/2022 7:01,9.8567
12/11/2022 7:01,9.9928
12/11/2022 7:02,9.9263
12/11/2022 7:02,9.9552
12/11/2022 7:02,9.9841
12/11/2022 7:02,10.0293
12/11/2022 7:02,10.0937
12/11/2022 7:02,10.0187
12/11/2022 7:03,10.1161
12/11/2022 7:03,9.9736
12/11/2022 7:03,10.0328
12/11/2022 7:03,9.9295
12/11/2022 7:03,9.8695
12/11/2022 7:03,9.8856
12/11/2022 7:04,9.9238
12/11/2022 7:04,9.9247
12/11/2022 7:04,10.0084
12/11/2022 7:04,10.0448
12/11/2022 7:04,10.0162
12/11/2022 7:04,9.8205
12/11/2022 7:05,9.8123
12/11/2022 7:05,9.8503
12/11/2022 7:05,9.8963
12/11/2022 7:05,9.8762
12/11/2022 7:05,9.8907
12/11/2022 7:05,9.8904
12/11/2022 7:06,9.9491
12/11/2022 7:06,10.0196
12/11/2022 7:06,9.763
12/11/2022 7:06,9.9678
12/11/2022 7:06,9.8725
12/11/2022 7:06,9.9233
12/11/2022 7:07,9.9508
12/11/2022 7:07,9.9466
12/11/2022 7:07,9.8288
12/11/2022 7:07,9.9478
12/11/2022 7:07,9.8677
12/11/2022 7:07,9.7743
12/11/2022 7:08,10.0429
12/11/2022 7:08,9.9047
12/11/2022 7:08,10.0887
12/11/2022 7:08,10.113
12/11/2022 7:08,10.0981
12/11/2022 7:08,10.119
12/11/2022 7:09,10.089
12/11/2022 7:09,9.9768
12/11/2022 7:09,10.203
12/11/2022 7:09,10.168
12/11/2022 7:09,10.1141
12/11/2022 7:09,10.0115
12/11/2022 7:10,10.1034
12/11/2022 7:10,10.0092
12/11/2022 7:10,10.1696
12/11/2022 7:10,10.1032
12/11/2022 7:10,10.0694
12/11/2022 7:10,10.2589
12/11/2022 7:11,9.9856
12/11/2022 7:11,10.1533
12/11/2022 7:11,10.3412
12/11/2022 7:11,10.2248
12/11/2022 7:11,10.1536
12/11/2022 7:11,10.17
12/11/2022 7:12,10.0032
12/11/2022 7:12,10.0181
12/11/2022 7:12,10.2292
12/11/2022 7:12,10.0875
12/11/2022 7:12,10.0642
12/11/2022 7:12,10.1163
12/11/2022 7:13,10.2746
12/11/2022 7:13,10.2256
12/11/2022 7:13,10.3734
12/11/2022 7:13,10.1297
12/11/2022 7:13,10.1233
12/11/2022 7:13,10.1816
12/11/2022 7:14,10.2324
12/11/2022 7:14,10.1069
12/11/2022 7:14,10.0692
12/11/2022 7:14,10.288
12/11/2022 7:14,9.9983
12/11/2022 7:14,9.9868
12/11/2022 7:15,10.2651
12/11/2022 7:15,10.2788
12/11/2022 7:15,10.1627
12/11/2022 7:15,10.2736
12/11/2022 7:15,10.3865
12/11/2022 7:15,10.2886
12/11/2022 7:16,10.272
12/11/2022 7:16,10.2003
12/11/2022 7:16,10.2271
12/11/2022 7:16,10.1579
12/11/2022 7:16,10.2788
12/11/2022 7:16,10.1101
12/11/2022 7:17,10.0919
12/11/2022 7:17,10.1332
12/11/2022 7:17,10.1989
12/11/2022 7:17,10.324
12/11/2022 7:17,10.4307
12/11/2022 7:17,10.2529
12/11/2022 7:18,10.306
12/11/2022 7:18,10.44
12/11/2022 7:18,10.3895
12/11/2022 7:18,10.3072
12/11/2022 7:18,10.2959
12/11/2022 7:18,10.2671
12/11/2022 7:19,10.2672
12/11/2022 7:19,10.3346
12/11/2022 7:19,10.46
12/11/2022 7:19,10.3634
12/11/2022 7:19,10.5559
12/11/2022 7:19,10.583
12/11/2022 7:20,10.5377
12/11/2022 7:20,10.6131
12/11/2022 7:20,10.6453
12/11/2022 7:20,10.3672
12/11/2022 7:20,10.3532
12/11/2022 7:20,10.3927
12/11/2022 7:21,10.3745
12/11/2022 7:21,10.4107
12/11/2022 7:21,10.5381
12/11/2022 7:21,10.5374
12/11/2022 7:21,10.4731
12/11/2022 7:21,10.5123
12/11/2022 7:22,10.4268
12/11/2022 7:22,10.4759
12/11/2022 7:22,10.5044
12/11/2022 7:22,10.4693
12/11/2022 7:22,10.4982
12/11/2022 7:22,10.5199
12/11/2022 7:23,10.5651
12/11/2022 7:23,10.4614
12/11/2022 7:23,10.4394
12/11/2022 7:23,10.4338
12/11/2022 7:23,10.3024
12/11/2022 7:23,10.3524
12/11/2022 7:24,10.4483
12/11/2022 7:24,10.3646
12/11/2022 7:24,10.7063
12/11/2022 7:24,10.5986
12/11/2022 7:24,10.5286
12/11/2022 7:24,10.7419
12/11/2022 7:25,10.6493
12/11/2022 7:25,10.6139
12/11/2022 7:25,10.7367
12/11/2022 7:25,10.6418
12/11/2022 7:25,10.5456
12/11/2022 7:25,10.5483
12/11/2022 7:26,10.6319
12/11/2022 7:26,10.5776
12/11/2022 7:26,10.5646
12/11/2022 7:26,10.733
12/11/2022 7:26,10.7226
12/11/2022 7:26,10.7307
12/11/2022 7:27,10.8232
12/11/2022 7:27,10.6578
12/11/2022 7:27,10.7504
12/11/2022 7:27,10.95
12/11/2022 7:27,10.9465
12/11/2022 7:27,10.785
12/11/2022 7:28,10.8089
12/11/2022 7:28,10.7223
12/11/2022 7:28,10.6757
12/11/2022 7:28,10.7725
12/11/2022 7:28,10.7141
12/11/2022 7:28,10.6926
12/11/2022 7:29,10.8303
12/11/2022 7:29,10.7462
12/11/2022 7:29,10.6887
12/11/2022 7:29,10.626
12/11/2022 7:29,10.7008
12/11/2022 7:29,10.7168
12/11/2022 7:30,10.8904
12/11/2022 7:30,10.9369
12/11/2022 7:30,10.7426
12/11/2022 7:30,10.7347
12/11/2022 7:30,10.7453
12/11/2022 7:30,10.7932
12/11/2022 7:31,10.7442
12/11/2022 7:31,10.7489
12/11/2022 7:31,10.6196
12/11/2022 7:31,10.776
12/11/2022 7:31,10.8817
12/11/2022 7:31,11.0545
12/11/2022 7:32,10.7322
12/11/2022 7:32,10.8927
12/11/2022 7:32,10.8747
12/11/2022 7:32,10.6997
12/11/2022 7:32,10.7604
12/11/2022 7:32,10.746
12/11/2022 7:33,10.9259
12/11/2022 7:33,10.7887
12/11/2022 7:33,10.6748
12/11/2022 7:33,10.6583
12/11/2022 7:33,10.8435
12/11/2022 7:33,10.7916
12/11/2022 7:34,10.6847
12/11/2022 7:34,10.888
12/11/2022 7:34,10.7277
12/11/2022 7:34,10.5055
12/11/2022 7:34,10.7961
12/11/2022 7:34,10.7619
12/11/2022 7:35,10.746
12/11/2022 7:35,10.6879
12/11/2022 7:35,10.6991
12/11/2022 7:35,10.7026
12/11/2022 7:35,10.819
12/11/2022 7:35,10.8648
12/11/2022 7:36,10.8122
12/11/2022 7:36,10.7863
12/11/2022 7:36,10.791
12/11/2022 7:36,10.8303
12/11/2022 7:36,10.8379
12/11/2022 7:36,10.8982
12/11/2022 7:37,10.8117
12/11/2022 7:37,10.7511
12/11/2022 7:37,10.7774
12/11/2022 7:37,10.7338
12/11/2022 7:37,10.8679
12/11/2022 7:37,10.697
12/11/2022 7:38,10.801
12/11/2022 7:38,10.7824
12/11/2022 7:38,10.7764
12/11/2022 7:38,10.886
12/11/2022 7:38,10.8446
12/11/2022 7:38,10.7742
12/11/2022 7:39,10.7502
12/11/2022 7:39,10.9307
12/11/2022 7:39,10.8754
12/11/2022 7:39,10.7608
12/11/2022 7:39,10.7654
12/11/2022 7:39,10.8402
12/11/2022 7:40,10.7337
12/11/2022 7:40,10.608
12/11/2022 7:40,10.7322
12/11/2022 7:40,10.7672
12/11/2022 7:40,11.0008
12/11/2022 7:40,10.8842
12/11/2022 7:41,10.7545
12/11/2022 7:41,10.5788
12/11/2022 7:41,10.5368
12/11/2022 7:41,10.8287
12/11/2022 7:41,10.748
12/11/2022 7:41,10.796
12/11/2022 7:42,11.0122
12/11/2022 7:42,10.9073
12/11/2022 7:42,10.7675
12/11/2022 7:42,10.9333
12/11/2022 7:42,10.9694
12/11/2022 7:42,10.8866
12/11/2022 7:43,10.8124
12/11/2022 7:43,10.8627
12/11/2022 7:43,10.8584
12/11/2022 7:43,10.744
12/11/2022 7:43,10.8613
12/11/2022 7:43,10.8511
12/11/2022 7:44,10.9845
12/11/2022 7:44,10.9617
12/11/2022 7:44,10.9072
12/11/2022 7:44,10.8751
12/11/2022 7:44,10.9629
12/11/2022 7:44,10.8669
12/11/2022 7:45,10.9177
12/11/2022 7:45,10.9533
12/11/2022 7:45,11.0874
12/11/2022 7:45,11.0453
12/11/2022 7:45,10.9566
12/11/2022 7:45,10.8438
12/11/2022 7:46,10.9322
12/11/2022 7:46,11.0127
12/11/2022 7:46,11.0201
12/11/2022 7:46,10.98
12/11/2022 7:46,10.9323
12/11/2022 7:46,10.9262
12/11/2022 7:47,10.8385
12/11/2022 7:47,10.9114
12/11/2022 7:47,10.9083
12/11/2022 7:47,10.9604
12/11/2022 7:47,11.034
12/11/2022 7:47,10.9959
12/11/2022 7:48,10.9758
12/11/2022 7:48,10.9666
12/11/2022 7:48,11.0526
12/11/2022 7:48,11.0669
12/11/2022 7:48,11.136
12/11/2022 7:48,11.0773
12/11/2022 7:49,11.0579
12/11/2022 7:49,10.9854
12/11/2022 7:49,11.1361
12/11/2022 7:49,10.9093
12/11/2022 7:49,10.9734
12/11/2022 7:49,11.0186
12/11/2022 7:50,10.9561
12/11/2022 7:50,11.0694
12/11/2022 7:50,11.1264
12/11/2022 7:50,11.1337
12/11/2022 7:50,11.1014
12/11/2022 7:50,11.1151
12/11/2022 7:51,11.1866
12/11/2022 7:51,11.1855
12/11/2022 7:51,11.1936
12/11/2022 7:51,11.1886
12/11/2022 7:51,11.2769
12/11/2022 7:51,11.3416
12/11/2022 7:52,11.1993
12/11/2022 7:52,11.1361
12/11/2022 7:52,11.2534
12/11/2022 7:52,11.1741
12/11/2022 7:52,11.1284
12/11/2022 7:52,11.1209
12/11/2022 7:53,11.2174
12/11/2022 7:53,11.0849
12/11/2022 7:53,11.1082
12/11/2022 7:53,11.206
12/11/2022 7:53,11.3406
12/11/2022 7:53,11.3454
12/11/2022 7:54,11.1925
12/11/2022 7:54,11.2846
12/11/2022 7:54,11.389
12/11/2022 7:54,11.409
12/11/2022 7:54,11.3256
12/11/2022 7:54,11.3779
12/11/2022 7:55,11.404
12/11/2022 7:55,11.3833
12/11/2022 7:55,11.3225
12/11/2022 7:55,11.5221
12/11/2022 7:55,11.3328
12/11/2022 7:55,11.4048
12/11/2022 7:56,11.3366
12/11/2022 7:56,11.2968
12/11/2022 7:56,11.2271
12/11/2022 7:56,11.3475
12/11/2022 7:56,11.2735
12/11/2022 7:56,11.2125
12/11/2022 7:57,11.0493
12/11/2022 7:57,10.9664
12/11/2022 7:57,10.9611
12/11/2022 7:57,11.0894
12/11/2022 7:57,11.0188
12/11/2022 7:57,11.0417
12/11/2022 7:58,10.9332
12/11/2022 7:58,10.9923
12/11/2022 7:58,10.8
12/11/2022 7:58,10.7615
12/11/2022 7:58,10.8166
12/11/2022 7:58,10.693
12/11/2022 7:59,10.7394
12/11/2022 7:59,10.6461
12/11/2022 7:59,10.5883
12/11/2022 7:59,10.5776
12/11/2022 7:59,10.5836
12/11/2022 7:59,10.3992
12/11/2022 8:00,10.3681
12/11/2022 8:00,10.3057
12/11/2022 8:00,10.2904
12/11/2022 8:00,10.2529
12/11/2022 8:00,10.3653
12/11/2022 8:00,10.4
12/11/2022 8:01,10.1519
12/11/2022 8:01,10.2482
12/11/2022 8:01,10.2031
12/11/2022 8:01,10.1116
12/11/2022 8:01,10.1135
12/11/2022 8:01,10.201
12/11/2022 8:02,10.1469
12/11/2022 8:02,10.1825
12/11/2022 8:02,10.0295
12/11/2022 8:02,10.2541
12/11/2022 8:02,10.2298
12/11/2022 8:02,10.1904
12/11/2022 8:03,10.1368
12/11/2022 8:03,10.0336
12/11/2022 8:03,10.105
12/11/2022 8:03,10.2752
12/11/2022 8:03,10.3472
12/11/2022 8:03,10.1945
12/11/2022 8:04,10.0257
12/11/2022 8:04,10.1044
12/11/2022 8:04,10.1265
12/11/2022 8:04,10.1626
12/11/2022 8:04,10.1559
12/11/2022 8:04,10.1208
12/11/2022 8:05,9.9978
12/11/2022 8:05,10.1035
12/11/2022 8:05,10.0618
12/11/2022 8:05,10.3332
12/11/2022 8:05,10.077
12/11/2022 8:05,10.0858
12/11/2022 8:06,10.1635
12/11/2022 8:06,10.2322
12/11/2022 8:06,10.2143
12/11/2022 8:06,10.2902
12/11/2022 8:06,10.1059
12/11/2022 8:06,10.1807
12/11/2022 8:07,10.2092
12/11/2022 8:07,10.3678
12/11/2022 8:07,10.4209
12/11/2022 8:07,10.2624
12/11/2022 8:07,10.3713
12/11/2022 8:07,10.3084
12/11/2022 8:08,10.2676
12/11/2022 8:08,10.1281
12/11/2022 8:08,10.219
12/11/2022 8:08,10.0956
12/11/2022 8:08,10.3653
12/11/2022 8:08,10.2819
12/11/2022 8:09,10.3074
12/11/2022 8:09,10.1933
12/11/2022 8:09,10.1625
12/11/2022 8:09,10.3656
12/11/2022 8:09,10.3884
12/11/2022 8:09,10.3211
12/11/2022 8:10,10.2186
12/11/2022 8:10,10.2552
12/11/2022 8:10,10.282
12/11/2022 8:10,10.3493
12/11/2022 8:10,10.5338
12/11/2022 8:10,10.5379
12/11/2022 8:11,10.3339
12/11/2022 8:11,10.2948
12/11/2022 8:11,10.2471
12/11/2022 8:11,10.2259
12/11/2022 8:11,10.2146
12/11/2022 8:11,10.2731
12/11/2022 8:12,10.2328
12/11/2022 8:12,10.2361
12/11/2022 8:12,10.4814
12/11/2022 8:12,10.4524
12/11/2022 8:12,10.56
12/11/2022 8:12,10.3964
12/11/2022 8:13,10.4796
12/11/2022 8:13,10.394
12/11/2022 8:13,10.4823
12/11/2022 8:13,10.4646
12/11/2022 8:13,10.3718
12/11/2022 8:13,10.4638
12/11/2022 8:14,10.5412
12/11/2022 8:14,10.3763
12/11/2022 8:14,10.4452
12/11/2022 8:14,10.3567
12/11/2022 8:14,10.4975
12/11/2022 8:14,10.4923
12/11/2022 8:15,10.5804
12/11/2022 8:15,10.5644
12/11/2022 8:15,10.5191
12/11/2022 8:15,10.6932
12/11/2022 8:15,10.5929
12/11/2022 8:15,10.4732
12/11/2022 8:16,10.6518
12/11/2022 8:16,10.5837
12/11/2022 8:16,10.647
12/11/2022 8:16,10.6344
12/11/2022 8:16,10.6989
12/11/2022 8:16,10.6383
12/11/2022 8:17,10.6728
12/11/2022 8:17,10.5667
12/11/2022 8:17,10.8458
12/11/2022 8:17,10.6921
12/11/2022 8:17,10.778
12/11/2022 8:17,10.7651
12/11/2022 8:18,10.7635
12/11/2022 8:18,10.7573
12/11/2022 8:18,10.7871
12/11/2022 8:18,10.8086
12/11/2022 8:18,10.6157
12/11/2022 8:18,10.964
12/11/2022 8:19,10.8723
12/11/2022 8:19,10.7732
12/11/2022 8:19,10.6604
12/11/2022 8:19,10.5919
12/11/2022 8:19,10.7413
12/11/2022 8:19,10.6534
12/11/2022 8:20,10.7371
12/11/2022 8:20,10.9345
12/11/2022 8:20,11.0159
12/11/2022 8:20,10.7954
12/11/2022 8:20,10.8584
12/11/2022 8:20,10.9073
12/11/2022 8:21,10.906
12/11/2022 8:21,10.954
12/11/2022 8:21,10.9905
12/11/2022 8:21,10.9426
12/11/2022 8:21,10.9036
12/11/2022 8:21,11.0532
12/11/2022 8:22,10.8731
12/11/2022 8:22,10.7299
12/11/2022 8:22,10.9473
12/11/2022 8:22,10.8645
12/11/2022 8:22,10.6979
12/11/2022 8:22,10.9951
12/11/2022 8:23,10.9871
12/11/2022 8:23,10.7765
12/11/2022 8:23,10.82
12/11/2022 8:23,10.7643
12/11/2022 8:23,10.765
12/11/2022 8:23,10.7602
12/11/2022 8:24,10.6666
12/11/2022 8:24,10.7131
12/11/2022 8:24,10.6987
12/11/2022 8:24,10.8319
12/11/2022 8:24,10.9408
12/11/2022 8:24,11.0042
12/11/2022 8:25,11.0221
12/11/2022 8:25,10.9732
12/11/2022 8:25,10.9347
12/11/2022 8:25,10.8066
12/11/2022 8:25,10.8714
12/11/2022 8:25,10.7577
12/11/2022 8:26,11.0651
12/11/2022 8:26,11.2424
12/11/2022 8:26,11.2769
12/11/2022 8:26,11.1233
12/11/2022 8:26,11.0504
12/11/2022 8:26,11.1077
12/11/2022 8:27,11.0745
12/11/2022 8:27,11.1724
12/11/2022 8:27,11.4141
12/11/2022 8:27,11.315
12/11/2022 8:27,11.1932
12/11/2022 8:27,11.1372
12/11/2022 8:28,11.2251
12/11/2022 8:28,11.1436
12/11/2022 8:28,11.269
12/11/2022 8:28,11.1639
12/11/2022 8:28,11.2079
12/11/2022 8:28,11.1785
12/11/2022 8:29,11.2076
12/11/2022 8:29,11.2151
12/11/2022 8:29,11.1339
12/11/2022 8:29,11.1672
12/11/2022 8:29,11.2454
12/11/2022 8:29,11.1665
12/11/2022 8:30,11.1843
12/11/2022 8:30,11.0594
12/11/2022 8:30,11.112
12/11/2022 8:30,11.1996
12/11/2022 8:30,11.337
12/11/2022 8:30,11.3731
12/11/2022 8:31,11.3493
12/11/2022 8:31,11.1881
12/11/2022 8:31,11.2844
12/11/2022 8:31,11.2327
12/11/2022 8:31,11.2448
12/11/2022 8:31,11.211
12/11/2022 8:32,11.3171
12/11/2022 8:32,11.428
12/11/2022 8:32,11.2885
12/11/2022 8:32,11.1509
12/11/2022 8:32,11.3817
12/11/2022 8:32,11.3357
12/11/2022 8:33,11.2298
12/11/2022 8:33,11.2808
12/11/2022 8:33,11.2255
12/11/2022 8:33,11.2957
12/11/2022 8:33,11.4452
12/11/2022 8:33,11.278
12/11/2022 8:34,11.4446
12/11/2022 8:34,11.1426
12/11/2022 8:34,11.2059
12/11/2022 8:34,11.4391
12/11/2022 8:34,11.3498
12/11/2022 8:34,11.1871
12/11/2022 8:35,11.2134
12/11/2022 8:35,11.1357
12/11/2022 8:35,11.3872
12/11/2022 8:35,11.5507
12/11/2022 8:35,11.3345
12/11/2022 8:35,11.4013
12/11/2022 8:36,11.3664
12/11/2022 8:36,11.421
12/11/2022 8:36,11.4424
12/11/2022 8:36,11.3434
12/11/2022 8:36,11.3583
12/11/2022 8:36,11.3522
12/11/2022 8:37,11.503
12/11/2022 8:37,11.4728
12/11/2022 8:37,11.4149
12/11/2022 8:37,11.3626
12/11/2022 8:37,11.3493
12/11/2022 8:37,11.3751
12/11/2022 8:38,11.4818
12/11/2022 8:38,11.3362
12/11/2022 8:38,11.4216
12/11/2022 8:38,11.5109
12/11/2022 8:38,11.5472
12/11/2022 8:38,11.6107
12/11/2022 8:39,11.5175
12/11/2022 8:39,11.4522
12/11/2022 8:39,11.7971
12/11/2022 8:39,11.6679
12/11/2022 8:39,11.6379
12/11/2022 8:39,11.7777
12/11/2022 8:40,11.4852
12/11/2022 8:40,11.5413
12/11/2022 8:40,11.4574
12/11/2022 8:40,11.4011
12/11/2022 8:40,11.3834
12/11/2022 8:40,11.3928
12/11/2022 8:41,11.6535
12/11/2022 8:41,11.5737
12/11/2022 8:41,11.6931
12/11/2022 8:41,11.7327
12/11/2022 8:41,11.7496
12/11/2022 8:41,11.6616
12/11/2022 8:42,11.6397
12/11/2022 8:42,11.6924
12/11/2022 8:42,11.5758
12/11/2022 8:42,11.693
12/11/2022 8:42,11.704
12/11/2022 8:42,11.5539
12/11/2022 8:43,11.8327
12/11/2022 8:43,11.8065
12/11/2022 8:43,11.7522
12/11/2022 8:43,11.7722
12/11/2022 8:43,11.7042
12/11/2022 8:43,11.787
12/11/2022 8:44,11.6795
12/11/2022 8:44,11.7945
12/11/2022 8:44,11.7762
12/11/2022 8:44,11.8141
12/11/2022 8:44,11.7539
12/11/2022 8:44,11.819
12/11/2022 8:45,11.7744
12/11/2022 8:45,11.9116
12/11/2022 8:45,11.8698
12/11/2022 8:45,11.7599
12/11/2022 8:45,11.9241
12/11/2022 8:45,11.7372
12/11/2022 8:46,11.7272
12/11/2022 8:46,11.8033
12/11/2022 8:46,11.803
12/11/2022 8:46,11.802
12/11/2022 8:46,11.9916
12/11/2022 8:46,12.0242
12/11/2022 8:47,11.9322
12/11/2022 8:47,11.8531
12/11/2022 8:47,11.7281
12/11/2022 8:47,12.0698
12/11/2022 8:47,11.9061
12/11/2022 8:47,11.8435
12/11/2022 8:48,11.9148
12/11/2022 8:48,11.8495
12/11/2022 8:48,11.9023
12/11/2022 8:48,11.9604
12/11/2022 8:48,11.9526
12/11/2022 8:48,11.9117
12/11/2022 8:49,12.0016
12/11/2022 8:49,12.0591
12/11/2022 8:49,11.8231
12/11/2022 8:49,11.8591
12/11/2022 8:49,11.8701
12/11/2022 8:49,12.0019
12/11/2022 8:50,12.1703
12/11/2022 8:50,12.0054
12/11/2022 8:50,12.0592
12/11/2022 8:50,11.971
12/11/2022 8:50,11.9256
12/11/2022 8:51,11.9954
12/11/2022 8:51,11.8546
12/11/2022 8:51,11.9363
12/11/2022 8:51,11.9099
12/11/2022 8:51,11.956
12/11/2022 8:51,11.9111
12/11/2022 8:52,12.0578
12/11/2022 8:52,12.0703
12/11/2022 8:52,12.1334
12/11/2022 8:52,12.073
12/11/2022 8:52,12.0864
12/11/2022 8:52,12.0097
12/11/2022 8:53,11.9968
12/11/2022 8:53,12.045
12/11/2022 8:53,12.1069
12/11/2022 8:53,12.0449
12/11/2022 8:53,12.0609
12/11/2022 8:53,12.1733
12/11/2022 8:54,12.1744
12/11/2022 8:54,12.2238
12/11/2022 8:54,12.1216
12/11/2022 8:54,12.2424
12/11/2022 8:54,12.1181
12/11/2022 8:54,12.3182
12/11/2022 8:55,12.2358
12/11/2022 8:55,12.1373
12/11/2022 8:55,12.2718
12/11/2022 8:55,12.2773
12/11/2022 8:55,12.3405
12/11/2022 8:55,12.0991
12/11/2022 8:56,12.3712
12/11/2022 8:56,12.2397
12/11/2022 8:56,12.1736
12/11/2022 8:56,12.2894
12/11/2022 8:56,12.2149
12/11/2022 8:56,12.2484
12/11/2022 8:57,12.3992
12/11/2022 8:57,12.3856
12/11/2022 8:57,12.3479
12/11/2022 8:57,12.2337
12/11/2022 8:57,12.1622
12/11/2022 8:57,12.3867
12/11/2022 8:58,12.3868
12/11/2022 8:58,12.4274
12/11/2022 8:58,12.3015
12/11/2022 8:58,12.3335
12/11/2022 8:58,12.3876
12/11/2022 8:58,12.2796
12/11/2022 8:59,12.5083
12/11/2022 8:59,12.491
12/11/2022 8:59,12.3865
12/11/2022 8:59,12.4341
12/11/2022 8:59,12.0928
12/11/2022 8:59,12.3588
12/11/2022 9:00,12.4964
12/11/2022 9:00,12.5394
12/11/2022 9:00,12.4911
12/11/2022 9:00,12.3898
12/11/2022 9:00,12.4992
12/11/2022 9:00,12.653
12/11/2022 9:01,12.427
12/11/2022 9:01,12.625
12/11/2022 9:01,12.5663
12/11/2022 9:01,12.4933
12/11/2022 9:01,12.5567
12/11/2022 9:01,12.598
12/11/2022 9:02,12.5405
12/11/2022 9:02,12.3779
12/11/2022 9:02,12.4742
12/11/2022 9:02,12.7378
12/11/2022 9:02,12.5921
12/11/2022 9:02,12.479
12/11/2022 9:03,12.5678
12/11/2022 9:03,12.5201
12/11/2022 9:03,12.4823
12/11/2022 9:03,12.2939
12/11/2022 9:03,12.2774
12/11/2022 9:03,12.381
12/11/2022 9:04,12.7057
12/11/2022 9:04,12.5894
12/11/2022 9:04,12.5954
12/11/2022 9:04,12.6629
12/11/2022 9:04,12.4877
12/11/2022 9:04,12.5113
12/11/2022 9:05,12.55
12/11/2022 9:05,12.6351
12/11/2022 9:05,12.6646
12/11/2022 9:05,12.5982
